Store,Temperature,Rain,Snowfall,Wind Speed,Wind Direction,Is Day or Night
5859,10.4,0.0,0.0,7.3,33,Night
5954,16.8,0.0,0.0,3.1,54,Night
5152,15.2,0.0,0.0,8.2,331,Night
3652,13.3,0.0,0.0,0.4,90,Night
2495,17.4,0.0,0.0,7.3,340,Night
2053,4.5,0.0,0.0,9.3,74,Night
2553,7.9,0.0,0.0,4.1,345,Night
2190,10.9,0.0,0.0,2.3,252,Night
4127,10.9,0.0,0.0,2.3,252,Night
5606,10.9,0.0,0.0,2.3,252,Night
1630,3.0,0.0,0.0,4.9,306,Night
1903,9.4,0.0,0.0,4.7,113,Night
1915,6.7,0.0,0.0,4.7,328,Night
869,-3.3,0.48,0.01,28.2,186,Night
4734,-0.7,0.0,0.0,4.7,360,Night
1492,-0.4,0.0,0.0,9.5,25,Night
1689,-2.9,0.0,0.0,7.1,49,Night
3740,-3.2,0.0,0.0,7.1,49,Night
4196,-2.8,0.0,0.0,7.1,49,Night
5137,-4.0,0.0,0.0,5.4,98,Night
5334,-3.2,0.0,0.0,6.6,41,Night
6178,-1.3,0.0,0.0,10.6,28,Night
1199,-2.2,0.0,0.0,4.3,246,Night
1659,-3.4,0.0,0.0,7.2,342,Night
4567,-2.2,0.0,0.0,9.1,9,Night
4288,-1.3,0.0,0.0,8.3,355,Night
5341,-2.3,0.0,0.0,6.9,332,Night
1019,-3.8,0.0,0.0,11.8,282,Night
984,-4.4,0.0,0.0,1.8,259,Night
3126,-3.2,0.0,0.0,7.1,49,Night
3313,-1.3,0.0,0.0,5.2,348,Night
1200,-1.1,0.0,0.0,7.2,127,Night
1434,-1.3,0.0,0.0,5.7,162,Night
1896,-1.3,0.0,0.0,8.9,148,Night
3082,-1.2,0.0,0.0,4.8,117,Night
3083,-1.2,0.0,0.0,7.2,127,Night
3175,-1.2,0.0,0.0,8.9,148,Night
3176,-1.0,0.0,0.0,7.2,127,Night
3582,-1.0,0.0,0.0,8.9,148,Night
5123,-3.5,0.0,0.0,8.0,153,Night
2752,-0.9,0.0,0.0,10.6,28,Night
966,0.2,0.0,0.0,2.7,247,Night
4377,-4.5,0.0,0.07,7.1,345,Night
5458,-0.8,0.1,0.0,0.7,180,Night
3127,-3.0,0.0,0.0,6.6,41,Night
3128,-0.3,0.0,0.0,9.5,25,Night
3533,-0.3,0.0,0.0,8.8,19,Night
3566,-0.4,0.0,0.0,9.5,25,Night
5676,0.1,0.0,0.0,5.9,14,Night
2270,-0.5,0.0,0.0,10.0,195,Night
4639,-3.4,0.0,0.0,3.3,139,Night
2751,0.3,0.0,0.0,5.9,14,Night
2293,-8.7,0.0,0.0,8.7,263,Night
2729,-0.4,0.0,0.0,7.4,313,Night
3177,-2.4,0.0,0.0,8.0,297,Night
5033,-1.5,0.0,0.0,3.1,201,Night
1273,-0.4,0.0,0.0,4.8,117,Night
3018,-0.8,0.0,0.0,4.8,117,Night
986,-12.3,0.0,0.07,6.5,174,Night
1095,-6.3,0.0,0.35,4.7,67,Night
1280,0.4,0.0,0.0,3.7,119,Night
4491,0.3,0.0,0.0,3.7,119,Night
5099,0.5,0.0,0.0,2.2,9,Night
980,-0.7,0.0,0.0,9.0,29,Night
5051,-0.9,0.0,0.0,9.0,29,Night
1550,-7.2,0.2,0.0,5.9,191,Night
1252,-1.4,0.0,0.0,5.2,348,Night
1384,4.3,0.0,0.0,6.4,16,Night
1045,-5.2,0.0,0.0,8.9,310,Night
5957,-0.7,0.0,0.0,4.7,360,Night
2125,-0.9,0.0,0.0,4.7,360,Night
4284,-0.9,0.0,0.0,4.7,360,Night
2672,4.0,0.0,0.0,5.2,214,Night
1308,-1.6,0.0,0.0,2.0,315,Night
5049,-2.3,0.0,0.0,2.0,315,Night
905,-4.4,0.0,0.0,10.0,339,Night
5370,-2.8,0.0,0.0,9.1,326,Night
953,-2.6,0.0,0.0,7.9,336,Night
1008,-2.5,0.0,0.0,8.0,297,Night
1058,-3.8,0.1,0.0,4.0,95,Night
3227,-3.6,0.0,0.0,8.0,153,Night
4747,-1.4,0.0,0.0,8.3,355,Night
5003,-9.1,0.02,0.54,11.5,139,Night
2892,-2.7,0.0,0.0,4.1,38,Night
4335,-3.9,0.0,0.0,9.5,171,Night
842,1.8,0.0,0.0,4.2,20,Night
1001,2.1,0.0,0.0,4.4,35,Night
5828,2.2,0.0,0.0,4.4,35,Night
3382,-0.3,0.0,0.0,4.6,315,Night
5232,-6.1,0.3,0.0,4.2,250,Night
921,-13.7,0.0,0.63,8.2,322,Night
1808,-5.8,0.0,0.0,3.1,159,Night
924,0.4,0.0,0.0,5.8,187,Night
1231,-1.5,0.0,0.0,8.3,355,Night
3019,-1.4,0.0,0.0,8.3,355,Night
4599,-1.2,0.0,0.0,6.9,317,Night
962,0.3,0.0,0.0,20.9,178,Night
2223,-1.7,0.0,0.0,8.3,355,Night
3824,-0.5,0.0,0.0,8.8,19,Night
3867,-1.1,0.0,0.0,8.3,355,Night
3805,-8.0,0.0,0.0,7.7,233,Night
2899,10.4,0.0,0.0,3.7,241,Night
2232,9.4,0.0,0.0,5.2,326,Night
2719,10.2,0.0,0.0,3.9,248,Night
5777,7.5,0.0,0.0,6.5,251,Night
2299,9.3,0.0,0.0,3.5,246,Night
3543,8.2,0.0,0.0,4.0,280,Night
2282,10.3,0.0,0.0,1.5,256,Night
2200,9.6,0.0,0.0,6.9,309,Night
3545,9.1,0.0,0.0,3.3,311,Night
5095,11.6,0.0,0.0,3.8,229,Night
2854,8.5,0.0,0.0,6.3,283,Night
1891,8.8,0.0,0.0,4.2,239,Night
5294,11.3,0.0,0.0,5.1,321,Night
2284,8.3,0.0,0.0,3.6,307,Night
5439,12.2,0.0,0.0,5.5,328,Night
3546,8.3,0.0,0.0,4.0,280,Night
2965,11.8,0.0,0.0,3.7,241,Night
2022,8.3,0.0,0.0,8.0,260,Night
2954,10.6,0.0,0.0,8.5,298,Night
2170,8.8,0.0,0.0,6.5,276,Night
2898,10.5,0.0,0.0,7.9,317,Night
1980,7.6,0.0,0.0,6.6,257,Night
2900,9.2,0.0,0.0,3.5,246,Night
2163,11.3,0.0,0.0,4.3,312,Night
2897,10.5,0.0,0.0,3.9,248,Night
2585,13.3,0.0,0.0,8.5,306,Night
2144,6.6,0.0,0.0,5.1,266,Night
2371,9.9,0.0,0.0,3.2,243,Night
3548,7.9,0.0,0.0,3.7,281,Night
2331,9.5,0.0,0.0,6.2,306,Night
3803,11.2,0.0,0.0,5.1,321,Night
3035,17.8,0.0,0.0,4.7,4,Night
5968,17.5,0.0,0.0,4.7,4,Night
5039,13.4,0.0,0.0,6.2,324,Night
1736,13.6,0.0,0.0,7.1,336,Night
2791,13.3,0.0,0.0,7.6,275,Night
3802,13.8,0.0,0.0,8.0,333,Night
1741,13.5,0.0,0.0,6.9,309,Night
2555,14.7,0.0,0.0,6.5,326,Night
2419,14.1,0.0,0.0,9.0,275,Night
2460,13.0,0.0,0.0,4.2,290,Night
5436,15.7,0.0,0.0,7.9,330,Night
1374,25.0,0.0,0.0,17.0,77,Night
955,24.9,0.0,0.0,17.0,77,Night
6894,25.0,0.0,0.0,17.0,77,Night
811,24.2,0.0,0.0,21.1,73,Night
718,24.9,0.0,0.0,21.0,74,Night
3887,24.5,0.0,0.0,21.1,81,Night
580,24.9,0.0,0.0,21.2,75,Night
3858,25.9,0.0,0.0,28.5,88,Night
2396,25.7,0.0,0.0,23.8,86,Night
2789,26.0,0.0,0.0,30.7,85,Night
3011,25.7,0.0,0.0,23.8,86,Night
5911,26.0,0.0,0.0,30.7,85,Night
528,24.2,0.0,0.0,22.8,78,Night
1004,24.3,0.0,0.0,24.7,77,Night
3474,24.3,0.0,0.0,22.8,78,Night
7307,24.3,0.0,0.0,22.8,78,Night
2387,25.1,0.0,0.0,22.8,78,Night
3463,24.7,0.0,0.0,22.8,78,Night
5826,24.7,0.0,0.0,22.8,78,Night
1213,24.4,0.0,0.0,19.3,81,Night
3526,24.3,0.0,0.0,18.6,80,Night
959,24.0,0.0,0.0,16.4,75,Night
1207,25.2,0.0,0.0,18.1,73,Night
819,23.9,0.0,0.0,23.6,78,Night
5451,24.1,0.0,0.0,26.1,78,Night
5453,24.0,0.0,0.0,26.1,78,Night
6941,23.9,0.0,0.0,23.6,78,Night
943,24.9,0.0,0.0,16.1,80,Night
1297,23.7,0.0,0.0,13.3,57,Night
2114,22.7,0.0,0.0,19.4,68,Night
2081,25.1,0.0,0.0,24.6,79,Night
4667,25.1,0.0,0.0,24.6,79,Night
5670,25.1,0.0,0.0,24.6,79,Night
2695,24.3,0.0,0.0,20.2,71,Night
5299,24.3,0.0,0.0,19.0,71,Night
2484,24.5,0.0,0.0,24.5,87,Night
174,25.3,0.0,0.0,20.6,85,Night
1916,25.9,0.0,0.0,28.5,88,Night
1845,25.8,0.0,0.0,29.5,90,Night
1387,25.9,0.0,0.0,28.5,88,Night
2963,25.6,0.0,0.0,25.9,88,Night
4380,25.6,0.0,0.0,25.9,88,Night
4498,25.6,0.0,0.0,25.9,88,Night
3307,23.6,0.0,0.0,13.0,66,Night
713,24.7,0.0,0.0,16.8,80,Night
4563,26.2,0.0,0.0,35.3,90,Night
2987,25.8,0.0,0.0,29.5,90,Night
1391,24.6,0.0,0.0,19.6,83,Night
3606,24.0,0.0,0.0,15.7,81,Night
3104,25.9,0.0,0.0,28.5,88,Night
860,24.0,0.0,0.0,13.5,74,Night
2944,24.3,0.0,0.0,15.0,79,Night
1589,25.7,0.0,0.0,23.8,86,Night
2406,26.1,0.0,0.0,32.5,86,Night
3310,24.3,0.0,0.0,15.6,82,Night
6398,24.1,0.0,0.0,15.6,82,Night
2091,25.7,0.0,0.0,28.8,89,Night
5876,25.0,0.0,0.0,22.4,84,Night
960,22.9,0.0,0.0,16.9,61,Night
1874,24.3,0.0,0.0,29.4,78,Night
5347,24.2,0.0,0.0,25.5,81,Night
977,22.9,0.0,0.0,16.8,62,Night
2727,25.1,0.0,0.0,29.9,87,Night
2946,26.2,0.0,0.0,35.3,90,Night
987,24.2,0.0,0.0,25.0,78,Night
5034,23.9,0.0,0.0,22.8,78,Night
5321,24.2,0.0,0.0,25.0,78,Night
4063,24.2,0.0,0.0,25.0,78,Night
973,25.3,0.0,0.0,28.4,89,Night
5819,23.4,0.0,0.0,11.6,68,Night
538,23.4,0.0,0.0,12.6,66,Night
1081,23.5,0.0,0.0,13.5,65,Night
3877,23.2,0.0,0.0,11.4,66,Night
5300,24.3,0.0,0.0,23.4,80,Night
1436,25.7,0.0,0.0,22.7,88,Night
5758,25.7,0.0,0.0,22.7,88,Night
725,24.9,0.0,0.0,21.7,75,Night
1996,26.1,0.0,0.0,35.3,89,Night
1590,25.9,0.0,0.0,29.9,89,Night
2814,25.8,0.0,0.0,30.6,89,Night
5945,25.8,0.0,0.0,30.6,89,Night
5615,25.7,0.0,0.0,28.8,89,Night
3862,24.5,0.0,0.0,19.6,83,Night
3163,26.1,0.0,0.0,35.3,90,Night
4826,25.8,0.0,0.0,29.5,90,Night
3183,25.1,0.0,0.0,29.9,87,Night
5671,25.3,0.0,0.0,31.3,89,Night
1029,23.8,0.0,0.0,19.0,75,Night
5266,24.9,0.0,0.0,21.7,83,Night
1104,23.6,0.0,0.0,17.7,70,Night
1082,23.4,0.0,0.0,11.6,68,Night
1083,23.2,0.0,0.0,11.6,60,Night
1090,23.2,0.0,0.0,11.6,60,Night
1172,23.5,0.0,0.0,14.5,71,Night
1173,23.3,0.0,0.0,12.0,69,Night
1219,23.4,0.0,0.0,12.4,60,Night
1444,22.7,0.0,0.0,10.6,55,Night
3309,23.5,0.0,0.0,12.4,64,Night
3702,23.0,0.0,0.0,12.9,60,Night
4444,23.1,0.0,0.0,10.5,74,Night
4561,23.1,0.0,0.0,10.5,74,Night
5005,23.2,0.0,0.0,11.6,60,Night
5054,23.5,0.0,0.0,14.5,71,Night
5816,23.5,0.0,0.0,14.5,71,Night
5817,23.2,0.0,0.0,13.5,65,Night
5818,23.0,0.0,0.0,10.5,74,Night
6978,23.2,0.0,0.0,11.8,67,Night
2176,25.2,0.0,0.0,24.1,91,Night
1680,25.7,0.0,0.0,31.3,88,Night
817,24.9,0.0,0.0,20.5,75,Night
2881,24.9,0.0,0.0,20.3,78,Night
4159,24.9,0.0,0.0,20.3,78,Night
5214,24.9,0.0,0.0,21.0,74,Night
5250,24.9,0.0,0.0,21.5,76,Night
5420,24.8,0.0,0.0,20.5,75,Night
5846,24.9,0.0,0.0,20.5,75,Night
6190,24.1,0.0,0.0,22.0,79,Night
767,23.0,0.0,0.0,12.3,58,Night
525,24.8,0.0,0.0,15.3,81,Night
3348,25.8,0.0,0.0,29.9,89,Night
859,24.8,0.0,0.0,22.2,82,Night
1398,25.7,0.0,0.0,23.8,86,Night
5759,25.7,0.0,0.0,23.8,86,Night
6967,25.4,0.0,0.0,23.1,88,Night
779,24.8,0.0,0.0,20.9,75,Night
1245,24.4,0.0,0.0,18.9,76,Night
1712,25.1,0.0,0.0,24.6,79,Night
3372,25.2,0.0,0.0,24.6,79,Night
4141,25.2,0.0,0.0,24.6,79,Night
5831,25.3,0.0,0.0,26.8,78,Night
3625,26.1,0.0,0.0,32.4,90,Night
5772,23.7,0.0,0.0,19.1,68,Night
800,23.7,0.0,0.0,15.9,72,Night
2237,23.9,0.0,0.0,22.4,79,Night
2626,23.1,0.0,0.0,17.4,63,Night
988,24.9,0.0,0.0,21.7,84,Night
1032,24.9,0.0,0.0,15.0,69,Night
1205,22.5,0.0,0.0,11.8,50,Night
5325,26.0,0.0,0.0,32.4,90,Night
1375,22.8,0.0,0.0,19.3,66,Night
956,25.3,0.0,0.0,23.8,86,Night
1702,25.1,0.0,0.0,22.4,85,Night
3538,25.3,0.0,0.0,23.5,85,Night
5365,25.1,0.0,0.0,22.4,85,Night
5366,25.3,0.0,0.0,23.8,86,Night
771,25.3,0.0,0.0,17.3,88,Night
4140,25.9,0.0,0.0,35.7,88,Night
4161,25.7,0.0,0.0,31.3,88,Night
4303,25.8,0.0,0.0,30.6,89,Night
5719,25.7,0.0,0.0,31.3,88,Night
5854,25.7,0.0,0.0,31.3,88,Night
5912,25.2,0.0,0.0,33.5,88,Night
6397,25.2,0.0,0.0,33.5,88,Night
2907,25.9,0.0,0.0,29.9,89,Night
3311,25.9,0.0,0.0,29.9,89,Night
3397,26.2,0.0,0.0,35.3,89,Night
3308,23.0,0.0,0.0,11.3,68,Night
5820,23.1,0.0,0.0,11.3,68,Night
1511,25.9,0.0,0.0,29.9,89,Night
705,23.8,0.0,0.0,16.4,75,Night
5035,24.7,0.0,0.0,22.0,75,Night
1119,24.8,0.0,0.0,28.9,85,Night
1957,24.5,0.0,0.0,27.3,82,Night
3417,24.8,0.0,0.0,28.9,85,Night
4354,24.5,0.0,0.0,27.3,82,Night
5055,24.7,0.0,0.0,27.6,83,Night
5391,24.5,0.0,0.0,27.3,82,Night
3935,25.3,0.0,0.0,31.3,89,Night
994,25.1,0.0,0.0,22.4,84,Night
2391,25.0,0.0,0.0,22.1,83,Night
1079,24.5,0.0,0.0,15.9,85,Night
623,23.9,0.0,0.0,23.6,78,Night
1851,25.9,0.0,0.0,28.1,89,Night
3235,26.2,0.0,0.0,35.3,89,Night
3387,24.2,0.0,0.0,26.9,78,Night
7221,23.9,0.0,0.0,23.1,75,Night
697,23.1,0.0,0.0,15.0,69,Night
1847,22.7,0.0,0.0,12.6,70,Night
4368,23.1,0.0,0.0,13.3,71,Night
4434,23.0,0.0,0.0,16.1,66,Night
5326,23.1,0.0,0.0,16.1,66,Night
942,24.8,0.0,0.0,19.4,72,Night
814,25.4,0.0,0.0,25.3,84,Night
2796,25.6,0.0,0.0,23.0,81,Night
563,24.0,0.0,0.0,15.7,81,Night
1225,23.1,0.0,0.0,11.8,67,Night
2920,23.3,0.0,0.0,11.4,72,Night
890,24.7,0.0,0.0,17.8,82,Night
908,25.2,0.0,0.0,18.3,74,Night
1084,25.1,0.0,0.0,16.9,79,Night
1220,25.2,0.0,0.0,17.1,75,Night
2499,24.8,0.0,0.0,19.4,72,Night
3162,25.1,0.0,0.0,16.9,79,Night
3617,24.7,0.0,0.0,17.8,82,Night
3782,25.1,0.0,0.0,16.9,79,Night
3817,25.1,0.0,0.0,16.9,79,Night
4142,25.1,0.0,0.0,16.9,79,Night
4160,25.2,0.0,0.0,17.1,75,Night
4197,25.0,0.0,0.0,17.0,77,Night
4211,25.0,0.0,0.0,17.0,77,Night
4332,25.1,0.0,0.0,18.3,74,Night
4365,24.9,0.0,0.0,19.4,80,Night
4425,25.2,0.0,0.0,17.1,75,Night
4588,25.2,0.0,0.0,17.1,75,Night
5179,25.1,0.0,0.0,16.9,79,Night
5741,24.7,0.0,0.0,17.8,82,Night
5871,25.2,0.0,0.0,17.1,75,Night
5875,25.2,0.0,0.0,18.3,74,Night
5988,25.1,0.0,0.0,16.9,79,Night
6149,24.8,0.0,0.0,18.9,77,Night
613,24.5,0.0,0.0,19.6,83,Night
5264,24.0,0.0,0.0,23.7,76,Night
5106,24.4,0.0,0.0,16.7,83,Night
5894,24.4,0.0,0.0,16.7,83,Night
551,23.1,0.0,0.0,9.1,81,Night
5455,25.1,0.0,0.0,26.7,87,Night
1182,23.5,0.0,0.0,14.8,86,Night
1513,25.0,0.0,0.0,22.4,84,Night
3414,25.4,0.0,0.0,26.8,78,Night
5882,26.0,0.0,0.0,30.6,89,Night
4441,25.7,0.0,0.0,22.7,88,Night
3370,24.4,0.0,0.0,23.9,79,Night
3161,25.1,0.0,0.0,28.0,77,Night
2591,25.7,0.0,0.0,28.8,89,Night
5932,25.9,0.0,0.0,29.9,89,Night
5172,23.0,0.0,0.0,12.6,66,Night
1390,25.0,0.0,0.0,25.9,76,Night
3013,25.0,0.0,0.0,25.9,76,Night
547,24.6,0.0,0.0,22.6,76,Night
4595,25.9,0.0,0.0,28.1,89,Night
1517,26.1,0.0,0.0,32.4,90,Night
2962,26.0,0.0,0.0,32.4,90,Night
4617,26.1,0.0,0.0,32.4,90,Night
721,24.0,0.0,0.0,25.1,77,Night
3349,24.0,0.0,0.0,24.2,75,Night
6937,24.1,0.0,0.0,25.1,77,Night
582,24.5,0.0,0.0,15.9,85,Night
3629,24.5,0.0,0.0,15.9,85,Night
1085,24.9,0.0,0.0,21.7,83,Night
5704,25.4,0.0,0.0,27.7,90,Night
929,25.8,0.0,0.0,31.0,91,Night
3527,25.4,0.0,0.0,28.8,89,Night
4260,25.4,0.0,0.0,27.7,90,Night
7299,25.4,0.0,0.0,28.8,89,Night
778,24.1,0.0,0.0,25.5,77,Night
488,22.4,0.0,0.0,13.7,72,Night
5622,25.1,0.0,0.0,22.8,78,Night
6968,25.1,0.0,0.0,22.8,78,Night
1086,24.9,0.0,0.0,20.3,78,Night
5265,25.0,0.0,0.0,21.3,79,Night
928,23.2,0.0,0.0,10.5,74,Night
857,24.8,0.0,0.0,15.3,81,Night
3207,24.8,0.0,0.0,15.3,81,Night
1171,24.3,0.0,0.0,24.7,77,Night
2392,24.3,0.0,0.0,24.7,77,Night
2459,24.0,0.0,0.0,23.7,76,Night
3066,24.0,0.0,0.0,24.0,77,Night
5727,24.1,0.0,0.0,22.5,77,Night
7298,24.0,0.0,0.0,24.1,76,Night
1068,25.3,0.0,0.0,24.9,86,Night
666,24.7,0.0,0.0,23.6,83,Night
925,24.8,0.0,0.0,22.8,78,Night
967,24.9,0.0,0.0,21.7,83,Night
6207,24.4,0.0,0.0,19.3,81,Night
4690,25.0,0.0,0.0,28.0,77,Night
579,23.4,0.0,0.0,14.5,76,Night
1536,25.0,0.0,0.0,25.9,76,Night
5218,24.9,0.0,0.0,25.9,76,Night
1283,22.6,0.0,0.0,9.9,57,Night
1087,25.5,0.0,0.0,26.3,91,Night
2843,23.8,0.0,0.0,13.6,73,Night
1349,25.9,0.0,0.0,28.1,89,Night
2151,25.9,0.0,0.0,28.1,89,Night
1077,23.0,0.0,0.0,14.8,72,Night
1223,22.9,0.0,0.0,15.3,71,Night
1408,23.0,0.0,0.0,15.3,71,Night
4427,22.7,0.0,0.0,15.3,71,Night
4520,22.8,0.0,0.0,15.3,71,Night
2930,25.9,0.0,0.0,28.1,89,Night
1482,25.5,0.0,0.0,23.0,81,Night
1501,25.2,0.0,0.0,22.3,81,Night
1960,25.1,0.0,0.0,22.8,78,Night
2627,24.9,0.0,0.0,21.9,81,Night
2740,24.8,0.0,0.0,21.0,83,Night
3197,25.1,0.0,0.0,22.3,81,Night
4681,24.5,0.0,0.0,27.3,77,Night
5036,25.2,0.0,0.0,22.3,81,Night
5220,25.2,0.0,0.0,22.3,81,Night
5221,25.2,0.0,0.0,22.3,81,Night
5255,25.6,0.0,0.0,23.0,81,Night
5654,25.6,0.0,0.0,23.0,81,Night
5760,24.5,0.0,0.0,27.3,77,Night
5964,25.1,0.0,0.0,22.3,81,Night
6548,25.1,0.0,0.0,22.3,81,Night
3415,25.6,0.0,0.0,23.0,81,Night
4262,23.6,0.0,0.0,16.3,72,Night
4565,23.8,0.0,0.0,15.9,72,Night
649,25.1,0.0,0.0,15.5,87,Night
941,24.7,0.0,0.0,22.8,78,Night
769,24.0,0.0,0.0,24.0,77,Night
931,25.2,0.0,0.0,26.7,88,Night
4546,25.5,0.0,0.0,33.5,91,Night
759,24.3,0.0,0.0,20.1,75,Night
3418,24.7,0.0,0.0,20.3,83,Night
974,25.0,0.0,0.0,23.1,85,Night
1541,25.6,0.0,0.0,22.7,88,Night
4446,25.5,0.0,0.0,22.0,90,Night
4560,25.7,0.0,0.0,22.7,88,Night
5301,25.9,0.0,0.0,30.6,89,Night
1203,24.2,0.0,0.0,23.4,80,Night
110,24.4,0.0,0.0,20.2,71,Night
968,24.8,0.0,0.0,21.7,75,Night
3347,24.8,0.0,0.0,21.7,79,Night
5132,24.9,0.0,0.0,16.1,80,Night
5037,22.7,0.0,0.0,10.9,63,Night
706,24.5,0.0,0.0,16.8,80,Night
3748,20.7,0.0,0.0,8.1,103,Night
7194,21.2,0.0,0.0,16.8,67,Night
588,21.9,0.0,0.0,17.5,71,Night
2801,22.0,0.0,0.0,17.5,71,Night
4517,21.9,0.0,0.0,18.2,72,Night
5797,21.9,0.0,0.0,18.2,72,Night
2941,17.8,0.0,0.0,8.0,95,Night
4436,17.6,0.0,0.0,8.0,95,Night
758,22.2,0.0,0.0,16.9,70,Night
1400,18.2,0.0,0.0,6.5,84,Night
2811,18.2,0.0,0.0,6.9,84,Night
5267,18.3,0.0,0.0,6.5,84,Night
3709,20.0,0.0,0.0,7.3,101,Night
3741,21.8,0.0,0.0,8.0,108,Night
5010,21.2,0.0,0.0,7.8,103,Night
1227,20.7,0.0,0.0,6.0,73,Night
1293,23.0,0.0,0.0,6.5,71,Night
4144,23.2,0.0,0.0,6.5,71,Night
4206,23.3,0.0,0.0,6.2,69,Night
1586,22.1,0.0,0.0,8.8,109,Night
5422,22.7,0.0,0.0,19.9,70,Night
5392,20.4,0.0,0.0,11.6,74,Night
3485,18.7,0.0,0.0,4.5,76,Night
5812,17.3,0.0,0.0,7.3,101,Night
856,17.5,0.0,0.0,8.2,105,Night
639,21.9,0.0,0.0,9.0,67,Night
2840,22.4,0.0,0.0,11.3,63,Night
1314,19.2,0.0,0.0,7.1,105,Night
3786,16.9,0.0,0.0,7.3,110,Night
858,22.0,0.0,0.0,17.8,69,Night
1215,19.2,0.0,0.0,5.5,58,Night
518,18.0,0.0,0.0,7.9,87,Night
722,17.7,0.0,0.0,6.9,96,Night
615,19.0,0.0,0.0,8.7,95,Night
727,18.8,0.0,0.0,7.6,109,Night
3621,21.3,0.0,0.0,7.8,103,Night
2753,16.8,0.0,0.0,5.4,20,Night
4616,17.2,0.0,0.0,5.4,37,Night
7246,20.5,0.0,0.0,11.5,76,Night
3401,21.4,0.0,0.0,8.0,108,Night
1311,23.0,0.0,0.0,13.5,74,Night
1338,22.6,0.0,0.0,11.9,76,Night
4200,21.9,0.0,0.0,13.5,74,Night
4283,23.1,0.0,0.0,13.5,74,Night
4421,21.7,0.0,0.0,13.5,74,Night
4426,23.2,0.0,0.0,13.5,74,Night
5907,23.2,0.0,0.0,13.5,74,Night
3,17.4,0.0,0.0,5.3,118,Night
2475,20.0,0.0,0.0,7.2,84,Night
1006,20.9,0.0,0.0,15.0,73,Night
1403,16.7,0.0,0.0,4.4,81,Night
459,18.0,0.0,0.0,7.7,79,Night
4558,17.9,0.0,0.0,7.3,81,Night
878,17.2,0.0,0.0,7.6,95,Night
4185,17.3,0.0,0.0,7.6,95,Night
7185,17.0,0.0,0.0,6.8,90,Night
2513,17.3,0.0,0.0,4.0,63,Night
3403,21.0,0.0,0.0,9.0,113,Night
669,20.9,0.0,0.0,7.0,21,Night
4528,21.0,0.0,0.0,7.0,21,Night
5173,21.0,0.0,0.0,7.0,21,Night
3874,17.2,0.0,0.0,5.4,86,Night
3118,20.7,0.0,0.0,8.1,103,Night
3710,20.7,0.0,0.0,8.1,103,Night
593,20.5,0.0,0.0,14.8,72,Night
1488,20.5,0.0,0.0,7.2,117,Night
555,20.4,0.0,0.0,10.2,82,Night
2154,20.8,0.0,0.0,7.8,103,Night
2360,21.7,0.0,0.0,8.1,103,Night
3070,21.3,0.0,0.0,7.8,103,Night
1070,19.2,0.0,0.0,6.5,71,Night
6998,21.5,0.0,0.0,7.8,103,Night
1122,17.4,0.0,0.0,3.0,104,Night
1018,19.9,0.0,0.0,11.3,81,Night
5482,18.7,0.0,0.0,7.6,82,Night
1701,18.2,0.0,0.0,5.9,101,Night
3609,20.1,0.0,0.0,7.3,101,Night
3570,21.5,0.0,0.0,5.4,70,Night
594,18.2,0.0,0.0,8.7,107,Night
686,20.3,0.0,0.0,13.8,75,Night
907,18.7,0.0,0.0,7.4,76,Night
1458,21.4,0.0,0.0,6.6,22,Night
3635,21.4,0.0,0.0,6.6,22,Night
510,16.8,0.0,0.0,5.9,104,Night
2699,16.6,0.0,0.0,4.5,104,Night
2731,16.9,0.0,0.0,5.9,104,Night
932,17.8,0.0,0.0,8.4,97,Night
5735,23.4,0.0,0.0,6.2,69,Night
7339,21.5,0.0,0.0,5.7,72,Night
5363,18.7,0.0,0.0,8.6,105,Night
1111,18.3,0.0,0.0,7.7,118,Night
1061,20.0,0.0,0.0,12.4,73,Night
2465,22.9,0.0,0.0,7.4,76,Night
862,20.3,0.0,0.0,7.9,60,Night
4519,20.4,0.0,0.0,7.9,60,Night
4525,20.3,0.0,0.0,7.9,60,Night
618,21.2,0.0,0.0,9.0,113,Night
5814,18.8,0.0,0.0,8.0,85,Night
5786,17.4,0.0,0.0,6.1,87,Night
2630,20.7,0.0,0.0,8.1,69,Night
3471,21.6,0.0,0.0,8.0,100,Night
2988,19.3,0.0,0.0,9.2,21,Night
614,18.6,0.0,0.0,8.4,80,Night
2773,18.6,0.0,0.0,8.6,88,Night
548,19.9,0.0,0.0,7.8,103,Night
3074,20.9,0.0,0.0,7.8,103,Night
3388,20.1,0.0,0.0,7.8,103,Night
1373,21.0,0.0,0.0,7.8,103,Night
3205,22.3,0.0,0.0,8.8,109,Night
1340,18.6,0.0,0.0,7.2,96,Night
4472,18.7,0.0,0.0,7.2,96,Night
5709,17.9,0.0,0.0,7.6,93,Night
5252,17.8,0.0,0.0,7.6,87,Night
1076,20.1,0.0,0.0,8.6,75,Night
1153,21.5,0.0,0.0,9.7,75,Night
2890,22.8,0.0,0.0,10.0,77,Night
1363,18.2,0.0,0.0,7.0,78,Night
937,21.6,0.0,0.0,8.0,100,Night
1181,21.9,0.0,0.0,8.6,105,Night
1766,21.3,0.0,0.0,7.3,99,Night
3069,21.7,0.0,0.0,7.6,98,Night
3611,22.3,0.0,0.0,8.7,107,Night
5390,21.8,0.0,0.0,8.6,105,Night
